,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend,targetjob_trend_pp,startingjob_trend_pp
0,Attendant,Attendant,1.0,0,0,2.0,-0.6666666666666666,2.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666
1,Retail Clerk,Attendant,0.9313857964860516,27,0,6.0,-0.14285714285714285,2.0,-0.6666666666666666,-0.6666666666666666,-0.14285714285714285
2,Service Worker,Attendant,0.9407876256289447,56,0,0.0,,2.0,-0.6666666666666666,-0.6666666666666666,
3,Breakfast Attendant,Attendant,0.9523959781026856,449,0,3.0,-0.8421052631578947,2.0,-0.6666666666666666,-0.6666666666666666,-0.8421052631578947
4,Valet,Attendant,0.943255827602632,754,0,0.0,0.0,2.0,-0.6666666666666666,-0.6666666666666666,0.0
5,Utility Person,Attendant,0.9485691250499648,926,0,1.0,,2.0,-0.6666666666666666,-0.6666666666666666,
6,Valet Parking Attendant,Attendant,0.9131549024299472,950,0,0.0,,2.0,-0.6666666666666666,-0.6666666666666666,
7,Porter,Attendant,0.9512742425351789,1765,0,13.0,0.8571428571428571,2.0,-0.6666666666666666,-0.6666666666666666,0.8571428571428571
8,Bell Attendant,Attendant,0.9315510824735586,2116,0,0.0,,2.0,-0.6666666666666666,-0.6666666666666666,
9,Room Server,Attendant,0.9157460593769238,2231,0,0.0,,2.0,-0.6666666666666666,-0.6666666666666666,
10,Cafeteria Assistant,Attendant,0.9524583282789568,2552,0,0.0,,2.0,-0.6666666666666666,-0.6666666666666666,
11,Attendant,Room Attendant,0.9546145768291203,0,1,2.0,-0.6666666666666666,18.0,-0.6538461538461539,-0.6538461538461539,-0.6666666666666666
12,Porter,Room Attendant,0.9560262709560556,1765,1,13.0,0.8571428571428571,18.0,-0.6538461538461539,-0.6538461538461539,0.8571428571428571
13,Cafeteria Assistant,Room Attendant,0.9421820105504306,2552,1,0.0,,18.0,-0.6538461538461539,-0.6538461538461539,
14,Housekeeper,Room Attendant,0.9775530733809212,213,1,179.0,1.7538461538461538,18.0,-0.6538461538461539,-0.6538461538461539,1.7538461538461538
15,Public Area Attendant,Room Attendant,0.9847685543019244,833,1,0.0,0.0,18.0,-0.6538461538461539,-0.6538461538461539,0.0
16,Cleaner,Room Attendant,0.9656056619777103,891,1,159.0,-0.06470588235294118,18.0,-0.6538461538461539,-0.6538461538461539,-0.06470588235294118
17,Room Attendant,Room Attendant,1.0,1153,1,18.0,-0.6538461538461539,18.0,-0.6538461538461539,-0.6538461538461539,-0.6538461538461539
18,Housekeeping Attendant,Room Attendant,0.9800289604820609,1232,1,49.0,-0.5545454545454546,18.0,-0.6538461538461539,-0.6538461538461539,-0.5545454545454546
19,Line Service Attendant,Room Attendant,0.9212836612004327,1265,1,0.0,0.0,18.0,-0.6538461538461539,-0.6538461538461539,0.0
20,Housekeeping Aide,Room Attendant,0.9618700536070947,1365,1,130.0,4.416666666666667,18.0,-0.6538461538461539,-0.6538461538461539,4.416666666666667
21,Building Attendant,Room Attendant,0.953598621451885,1372,1,1.0,0.0,18.0,-0.6538461538461539,-0.6538461538461539,0.0
22,Parking Attendant,Room Attendant,0.9092159804893248,1627,1,0.0,0.0,18.0,-0.6538461538461539,-0.6538461538461539,0.0
23,Laundry Attendant,Room Attendant,0.9420386315227516,1696,1,6.0,-0.8,18.0,-0.6538461538461539,-0.6538461538461539,-0.8
24,Houseperson,Room Attendant,0.9805256740772799,2557,1,1.0,-0.95,18.0,-0.6538461538461539,-0.6538461538461539,-0.95
25,Attendant,Cafeteria Assistant,0.9524583282789568,0,2,2.0,-0.6666666666666666,0.0,,,-0.6666666666666666
26,Cafeteria Assistant,Cafeteria Assistant,1.0,2552,2,0.0,,0.0,,,
27,Attendant,Breakfast Attendant,0.9523959781026856,0,3,2.0,-0.6666666666666666,3.0,-0.8421052631578947,-0.8421052631578947,-0.6666666666666666
28,Retail Clerk,Breakfast Attendant,0.9264481978743996,27,3,6.0,-0.14285714285714285,3.0,-0.8421052631578947,-0.8421052631578947,-0.14285714285714285
29,Breakfast Attendant,Breakfast Attendant,1.0,449,3,3.0,-0.8421052631578947,3.0,-0.8421052631578947,-0.8421052631578947,-0.8421052631578947
30,Utility Person,Breakfast Attendant,0.9658762049600174,926,3,1.0,,3.0,-0.8421052631578947,-0.8421052631578947,
31,Cafeteria Assistant,Breakfast Attendant,0.9465657137796862,2552,3,0.0,,3.0,-0.8421052631578947,-0.8421052631578947,
32,Kitchen Steward,Breakfast Attendant,0.9543763404599196,9,3,0.0,0.0,3.0,-0.8421052631578947,-0.8421052631578947,0.0
33,Dishwashers,Breakfast Attendant,0.9742286155551017,52,3,4.0,0.3333333333333333,3.0,-0.8421052631578947,-0.8421052631578947,0.3333333333333333
34,Steward,Breakfast Attendant,0.975355758449833,314,3,0.0,0.0,3.0,-0.8421052631578947,-0.8421052631578947,0.0
35,Dish Machine Operator,Breakfast Attendant,0.9484997671415949,1237,3,0.0,,3.0,-0.8421052631578947,-0.8421052631578947,
36,House Worker,Breakfast Attendant,0.95827433760737,2812,3,0.0,,3.0,-0.8421052631578947,-0.8421052631578947,
37,Keeper,Breakfast Attendant,0.95827433760737,2813,3,0.0,,3.0,-0.8421052631578947,-0.8421052631578947,
38,Attendant,Porter,0.9512742425351789,0,4,2.0,-0.6666666666666666,13.0,0.8571428571428571,0.8571428571428571,-0.6666666666666666
39,Valet,Porter,0.9547358648310563,754,4,0.0,0.0,13.0,0.8571428571428571,0.8571428571428571,0.0
40,Valet Parking Attendant,Porter,0.9135804331477737,950,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
41,Porter,Porter,1.0,1765,4,13.0,0.8571428571428571,13.0,0.8571428571428571,0.8571428571428571,0.8571428571428571
42,Bell Attendant,Porter,0.9477027049501954,2116,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
43,Cafeteria Assistant,Porter,0.9242187031390934,2552,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
44,Line Service Attendant,Porter,0.928257281217295,1265,4,0.0,0.0,13.0,0.8571428571428571,0.8571428571428571,0.0
45,Parking Attendant,Porter,0.9204998400164637,1627,4,0.0,0.0,13.0,0.8571428571428571,0.8571428571428571,0.0
46,Groundskeeper,Porter,0.9392474046409767,350,4,7.0,-0.125,13.0,0.8571428571428571,0.8571428571428571,-0.125
47,Washer,Porter,0.90475369476235,740,4,1.0,,13.0,0.8571428571428571,0.8571428571428571,
48,Fueler,Porter,0.9407668981573496,741,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
49,Pick Up,Porter,0.9416634776342223,890,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
50,Service Operator,Porter,0.928082547945091,1001,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
51,Utility Worker,Porter,0.9211046135767567,1099,4,0.0,0.0,13.0,0.8571428571428571,0.8571428571428571,0.0
52,Valet Parker,Porter,0.9126020793532296,2430,4,0.0,,13.0,0.8571428571428571,0.8571428571428571,
53,Janitor Cleaner,Porter,0.9435783832673792,2660,4,0.0,0.0,13.0,0.8571428571428571,0.8571428571428571,0.0
54,Irrigation Technician,Porter,0.906954724586786,2787,4,9.0,-0.3076923076923077,13.0,0.8571428571428571,0.8571428571428571,-0.3076923076923077
55,Attendant,Utility Person,0.9485691250499648,0,5,2.0,-0.6666666666666666,1.0,,,-0.6666666666666666
56,Breakfast Attendant,Utility Person,0.9658762049600174,449,5,3.0,-0.8421052631578947,1.0,,,-0.8421052631578947
57,Utility Person,Utility Person,1.0,926,5,1.0,,1.0,,,
58,Cafeteria Assistant,Utility Person,0.9404289854411669,2552,5,0.0,,1.0,,,
59,Steward,Utility Person,0.9671429223842254,314,5,0.0,0.0,1.0,,,0.0
60,Dish Machine Operator,Utility Person,0.9393914799029459,1237,5,0.0,,1.0,,,
61,Host,Utility Person,0.9527390820880891,8,5,4.0,-0.8787878787878788,1.0,,,-0.8787878787878788
62,Greeter,Utility Person,0.9417322256286009,1151,5,4.0,3.0,1.0,,,3.0
63,Attendant,Public Area Attendant,0.9474267203086267,0,6,2.0,-0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666
64,Porter,Public Area Attendant,0.9545147779823171,1765,6,13.0,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571
65,Housekeeper,Public Area Attendant,0.9769387860871128,213,6,179.0,1.7538461538461538,0.0,0.0,0.0,1.7538461538461538
66,Public Area Attendant,Public Area Attendant,1.0,833,6,0.0,0.0,0.0,0.0,0.0,0.0
67,Cleaner,Public Area Attendant,0.9594102319609469,891,6,159.0,-0.06470588235294118,0.0,0.0,0.0,-0.06470588235294118
68,Room Attendant,Public Area Attendant,0.9847685543019244,1153,6,18.0,-0.6538461538461539,0.0,0.0,0.0,-0.6538461538461539
69,Housekeeping Attendant,Public Area Attendant,0.973638582530294,1232,6,49.0,-0.5545454545454546,0.0,0.0,0.0,-0.5545454545454546
70,Building Attendant,Public Area Attendant,0.9589517048509538,1372,6,1.0,0.0,0.0,0.0,0.0,0.0
71,Parking Attendant,Public Area Attendant,0.9186825279662099,1627,6,0.0,0.0,0.0,0.0,0.0,0.0
72,Laundry Attendant,Public Area Attendant,0.9479281455992112,1696,6,6.0,-0.8,0.0,0.0,0.0,-0.8
73,Runner,Public Area Attendant,0.9257992755919952,6,6,0.0,,0.0,0.0,0.0,
74,Kennel Attendant,Public Area Attendant,0.9080658010880153,547,6,0.0,0.0,0.0,0.0,0.0,0.0
75,Attendant,Host,0.9458215745264038,0,7,2.0,-0.6666666666666666,4.0,-0.8787878787878788,-0.8787878787878788,-0.6666666666666666
76,Utility Person,Host,0.9527390820880891,926,7,1.0,,4.0,-0.8787878787878788,-0.8787878787878788,
77,Room Server,Host,0.9450771137332626,2231,7,0.0,,4.0,-0.8787878787878788,-0.8787878787878788,
78,Host,Host,1.0,8,7,4.0,-0.8787878787878788,4.0,-0.8787878787878788,-0.8787878787878788,-0.8787878787878788
79,Greeter,Host,0.9466581511064998,1151,7,4.0,3.0,4.0,-0.8787878787878788,-0.8787878787878788,3.0
80,Food Server,Host,0.9574270532264528,121,7,5.0,-0.4444444444444444,4.0,-0.8787878787878788,-0.8787878787878788,-0.4444444444444444
81,Server,Host,0.9722259287066977,376,7,66.0,-0.7667844522968198,4.0,-0.8787878787878788,-0.8787878787878788,-0.7667844522968198
82,Party Planner,Host,0.9475019713788667,1643,7,0.0,,4.0,-0.8787878787878788,-0.8787878787878788,
83,Host Hostess,Host,0.9527041639153112,1733,7,10.0,-0.7560975609756098,4.0,-0.8787878787878788,-0.8787878787878788,-0.7560975609756098
84,Order Taker,Host,0.9465031068931367,1834,7,1.0,,4.0,-0.8787878787878788,-0.8787878787878788,
85,Event Staff,Host,0.9672793413844774,2440,7,2.0,-0.75,4.0,-0.8787878787878788,-0.8787878787878788,-0.75
86,Performer,Host,0.9003013394972672,2838,7,0.0,,4.0,-0.8787878787878788,-0.8787878787878788,
87,Attendant,Host Hostess,0.9450579670661066,0,8,2.0,-0.6666666666666666,10.0,-0.7560975609756098,-0.7560975609756098,-0.6666666666666666
88,Utility Person,Host Hostess,0.9427605421508349,926,8,1.0,,10.0,-0.7560975609756098,-0.7560975609756098,
89,Room Server,Host Hostess,0.9198949659896518,2231,8,0.0,,10.0,-0.7560975609756098,-0.7560975609756098,
90,Host,Host Hostess,0.9527041639153112,8,8,4.0,-0.8787878787878788,10.0,-0.7560975609756098,-0.7560975609756098,-0.8787878787878788
91,Greeter,Host Hostess,0.9700668191198056,1151,8,4.0,3.0,10.0,-0.7560975609756098,-0.7560975609756098,3.0
92,Party Planner,Host Hostess,0.9373785538568086,1643,8,0.0,,10.0,-0.7560975609756098,-0.7560975609756098,
93,Host Hostess,Host Hostess,1.0,1733,8,10.0,-0.7560975609756098,10.0,-0.7560975609756098,-0.7560975609756098,-0.7560975609756098
94,Order Taker,Host Hostess,0.9676800986177503,1834,8,1.0,,10.0,-0.7560975609756098,-0.7560975609756098,
95,Waiter,Host Hostess,0.9616190898744497,207,8,0.0,0.0,10.0,-0.7560975609756098,-0.7560975609756098,0.0
96,Waitress,Host Hostess,0.9616190898744497,208,8,0.0,0.0,10.0,-0.7560975609756098,-0.7560975609756098,0.0
97,Server Assistant,Host Hostess,0.9532633547598851,1644,8,2.0,-0.7142857142857143,10.0,-0.7560975609756098,-0.7560975609756098,-0.7142857142857143
98,Concierges,Host Hostess,0.9559133416725847,1734,8,0.0,,10.0,-0.7560975609756098,-0.7560975609756098,
99,Mutuel Teller,Host Hostess,0.9109630317078377,1771,8,0.0,0.0,10.0,-0.7560975609756098,-0.7560975609756098,0.0
100,Attendant,Valet,0.943255827602632,0,9,2.0,-0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666
101,Valet,Valet,1.0,754,9,0.0,0.0,0.0,0.0,0.0,0.0
102,Valet Parking Attendant,Valet,0.9337745239354698,950,9,0.0,,0.0,0.0,0.0,
103,Porter,Valet,0.9547358648310563,1765,9,13.0,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571
104,Bell Attendant,Valet,0.9790702402473739,2116,9,0.0,,0.0,0.0,0.0,
105,Line Service Attendant,Valet,0.9206183307107305,1265,9,0.0,0.0,0.0,0.0,0.0,0.0
106,Pick Up,Valet,0.96481486167045,890,9,0.0,,0.0,0.0,0.0,
107,Valet Parker,Valet,0.9289027326269745,2430,9,0.0,,0.0,0.0,0.0,
108,Concierges,Valet,0.9498628258208304,1734,9,0.0,,0.0,0.0,0.0,
109,Bellperson,Valet,0.9455179161461266,302,9,0.0,0.0,0.0,0.0,0.0,0.0
110,Valet Attendant,Valet,0.9506681874616738,514,9,1.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334
111,Floater,Valet,0.9277701865149364,1845,9,0.0,,0.0,0.0,0.0,
112,Door Attendant,Valet,0.9378555979206278,2811,9,0.0,,0.0,0.0,0.0,
113,Doorperson,Valet,0.9317380576155534,2818,9,0.0,0.0,0.0,0.0,0.0,0.0
114,Retail Clerk,Dishwashers,0.9275180211984484,27,76,6.0,-0.14285714285714285,4.0,0.3333333333333333,0.3333333333333333,-0.14285714285714285
115,Breakfast Attendant,Dishwashers,0.9742286155551017,449,76,3.0,-0.8421052631578947,4.0,0.3333333333333333,0.3333333333333333,-0.8421052631578947
116,Utility Person,Dishwashers,0.9625469477073433,926,76,1.0,,4.0,0.3333333333333333,0.3333333333333333,
117,Cafeteria Assistant,Dishwashers,0.9340120130764544,2552,76,0.0,,4.0,0.3333333333333333,0.3333333333333333,
118,Kitchen Steward,Dishwashers,0.9870969365525368,9,76,0.0,0.0,4.0,0.3333333333333333,0.3333333333333333,0.0
119,Dishwashers,Dishwashers,1.0,52,76,4.0,0.3333333333333333,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
120,Steward,Dishwashers,0.996834941200021,314,76,0.0,0.0,4.0,0.3333333333333333,0.3333333333333333,0.0
121,Dish Machine Operator,Dishwashers,0.9711941956424357,1237,76,0.0,,4.0,0.3333333333333333,0.3333333333333333,
122,House Worker,Dishwashers,0.9676978555905548,2812,76,0.0,,4.0,0.3333333333333333,0.3333333333333333,
123,Keeper,Dishwashers,0.9676978555905548,2813,76,0.0,,4.0,0.3333333333333333,0.3333333333333333,
124,Host,Dishwashers,0.9579772281840528,8,76,4.0,-0.8787878787878788,4.0,0.3333333333333333,0.3333333333333333,-0.8787878787878788
125,Server,Dishwashers,0.9769768421193302,376,76,66.0,-0.7667844522968198,4.0,0.3333333333333333,0.3333333333333333,-0.7667844522968198
126,Event Staff,Dishwashers,0.9599542878190958,2440,76,2.0,-0.75,4.0,0.3333333333333333,0.3333333333333333,-0.75
127,Dining Room Supervisor,Dishwashers,0.9652064469512671,1291,76,7.0,-0.125,4.0,0.3333333333333333,0.3333333333333333,-0.125
128,Dining Room Server,Dishwashers,0.9646246339124849,2340,76,43.0,1.5294117647058822,4.0,0.3333333333333333,0.3333333333333333,1.5294117647058822
129,Baking Assistant,Dishwashers,0.9459294288096873,1881,76,0.0,,4.0,0.3333333333333333,0.3333333333333333,
130,Chef De Cuisine,Dishwashers,0.9454253567394291,2528,76,2.0,-0.9166666666666666,4.0,0.3333333333333333,0.3333333333333333,-0.9166666666666666
131,Retail Clerk,Restaurant Supervisor,0.926708814777444,27,80,6.0,-0.14285714285714285,83.0,0.1527777777777778,0.1527777777777778,-0.14285714285714285
132,Service Worker,Restaurant Supervisor,0.9423710822845623,56,80,0.0,,83.0,0.1527777777777778,0.1527777777777778,
133,Room Server,Restaurant Supervisor,0.9234463153761329,2231,80,0.0,,83.0,0.1527777777777778,0.1527777777777778,
134,Dish Machine Operator,Restaurant Supervisor,0.9400891301607686,1237,80,0.0,,83.0,0.1527777777777778,0.1527777777777778,
135,Host,Restaurant Supervisor,0.9516138042404793,8,80,4.0,-0.8787878787878788,83.0,0.1527777777777778,0.1527777777777778,-0.8787878787878788
136,Party Planner,Restaurant Supervisor,0.9254438254062662,1643,80,0.0,,83.0,0.1527777777777778,0.1527777777777778,
137,Scorekeeper,Restaurant Supervisor,0.9230731119768142,2101,80,0.0,,83.0,0.1527777777777778,0.1527777777777778,
138,Shift Supervisor,Restaurant Supervisor,0.9436205481600737,957,80,2.0,-0.9259259259259259,83.0,0.1527777777777778,0.1527777777777778,-0.9259259259259259
139,Captain,Restaurant Supervisor,0.9575212140529366,522,80,1.0,-0.75,83.0,0.1527777777777778,0.1527777777777778,-0.75
140,Captain,Restaurant Supervisor,0.9575212140529366,522,80,1.0,-0.75,83.0,0.1527777777777778,0.1527777777777778,-0.75
141,Bartenders,Restaurant Supervisor,0.9666609557485623,122,80,4.0,0.0,83.0,0.1527777777777778,0.1527777777777778,0.0
142,Restaurant Supervisor,Restaurant Supervisor,1.0,2789,80,83.0,0.1527777777777778,83.0,0.1527777777777778,0.1527777777777778,0.1527777777777778
143,Dining Room Manager,Restaurant Supervisor,0.9553201564976808,2533,80,2.0,-0.7777777777777778,83.0,0.1527777777777778,0.1527777777777778,-0.7777777777777778
144,Catering Assistant,Restaurant Supervisor,0.9341318149535239,796,80,1.0,-0.75,83.0,0.1527777777777778,0.1527777777777778,-0.75
145,Shift Manager,Restaurant Supervisor,0.9616360039076153,1434,80,40.0,-0.40298507462686567,83.0,0.1527777777777778,0.1527777777777778,-0.40298507462686567
146,Shift Leader,Restaurant Supervisor,0.9637342281732086,2065,80,2.0,-0.9,83.0,0.1527777777777778,0.1527777777777778,-0.9
147,Spotter,Restaurant Supervisor,0.9394894241741394,2843,80,0.0,0.0,83.0,0.1527777777777778,0.1527777777777778,0.0
148,Retail Clerk,Clerk,0.9254342844584609,27,225,6.0,-0.14285714285714285,4.0,-0.6923076923076923,-0.6923076923076923,-0.14285714285714285
149,Retail Clerk,Clerk,0.9254342844584609,27,225,6.0,-0.14285714285714285,4.0,-0.6923076923076923,-0.6923076923076923,-0.14285714285714285
150,Retail Clerk,Clerk,0.9254342844584609,27,225,6.0,-0.14285714285714285,4.0,-0.6923076923076923,-0.6923076923076923,-0.14285714285714285
151,Processor,Clerk,0.9450648744490411,206,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
152,Processor,Clerk,0.9450648744490411,206,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
153,Processor,Clerk,0.9450648744490411,206,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
154,Elementary School,Clerk,0.9370573169907399,2197,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
155,Elementary School,Clerk,0.9370573169907399,2197,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
156,Elementary School,Clerk,0.9370573169907399,2197,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
157,Claims Assistant,Clerk,0.9232292995637281,2681,225,0.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
158,Claims Assistant,Clerk,0.9232292995637281,2681,225,0.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
159,Claims Assistant,Clerk,0.9232292995637281,2681,225,0.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
160,Diet Clerk,Clerk,0.913388010294025,2724,225,4.0,1.0,4.0,-0.6923076923076923,-0.6923076923076923,1.0
161,Diet Clerk,Clerk,0.913388010294025,2724,225,4.0,1.0,4.0,-0.6923076923076923,-0.6923076923076923,1.0
162,Diet Clerk,Clerk,0.913388010294025,2724,225,4.0,1.0,4.0,-0.6923076923076923,-0.6923076923076923,1.0
163,Computer Systems Administrator,Clerk,0.9066504477646102,2216,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
164,Computer Systems Administrator,Clerk,0.9066504477646102,2216,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
165,Computer Systems Administrator,Clerk,0.9066504477646102,2216,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
166,Embroidery Operator,Clerk,0.9418667010195354,1572,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
167,Embroidery Operator,Clerk,0.9418667010195354,1572,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
168,Embroidery Operator,Clerk,0.9418667010195354,1572,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
169,Courtesy Clerk,Clerk,0.9233794125785255,1085,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
170,Courtesy Clerk,Clerk,0.9233794125785255,1085,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
171,Courtesy Clerk,Clerk,0.9233794125785255,1085,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
172,Courtesy Clerk,Time Clerk,0.9144014851125826,1085,2130,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
173,Courtesy Clerk,Time Clerk,0.9144014851125826,1085,2130,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
174,Courtesy Clerk,Time Clerk,0.9144014851125826,1085,2130,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
175,Mail Handler,Clerk,0.9225625042690819,1217,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
176,Mail Handler,Clerk,0.9225625042690819,1217,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
177,Mail Handler,Clerk,0.9225625042690819,1217,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
178,City Carrier Assistant,Clerk,0.8982731728377804,2771,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
179,City Carrier Assistant,Clerk,0.8982731728377804,2771,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
180,City Carrier Assistant,Clerk,0.8982731728377804,2771,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
181,Fulfillment Associate,Clerk,0.9529311781069708,1061,225,22.0,-0.819672131147541,4.0,-0.6923076923076923,-0.6923076923076923,-0.819672131147541
182,Fulfillment Associate,Clerk,0.9529311781069708,1061,225,22.0,-0.819672131147541,4.0,-0.6923076923076923,-0.6923076923076923,-0.819672131147541
183,Fulfillment Associate,Clerk,0.9529311781069708,1061,225,22.0,-0.819672131147541,4.0,-0.6923076923076923,-0.6923076923076923,-0.819672131147541
184,Grocery Manager,Clerk,0.9304717938405729,2153,225,6.0,0.2,4.0,-0.6923076923076923,-0.6923076923076923,0.2
185,Grocery Manager,Clerk,0.9304717938405729,2153,225,6.0,0.2,4.0,-0.6923076923076923,-0.6923076923076923,0.2
186,Grocery Manager,Clerk,0.9304717938405729,2153,225,6.0,0.2,4.0,-0.6923076923076923,-0.6923076923076923,0.2
187,Cashiers,Clerk,0.9466277107455983,214,225,4.0,-0.42857142857142855,4.0,-0.6923076923076923,-0.6923076923076923,-0.42857142857142855
188,Cashiers,Clerk,0.9466277107455983,214,225,4.0,-0.42857142857142855,4.0,-0.6923076923076923,-0.6923076923076923,-0.42857142857142855
189,Cashiers,Clerk,0.9466277107455983,214,225,4.0,-0.42857142857142855,4.0,-0.6923076923076923,-0.6923076923076923,-0.42857142857142855
190,Store Clerk,Clerk,0.9644386640088762,1854,225,2.0,-0.8571428571428571,4.0,-0.6923076923076923,-0.6923076923076923,-0.8571428571428571
191,Store Clerk,Clerk,0.9644386640088762,1854,225,2.0,-0.8571428571428571,4.0,-0.6923076923076923,-0.6923076923076923,-0.8571428571428571
192,Store Clerk,Clerk,0.9644386640088762,1854,225,2.0,-0.8571428571428571,4.0,-0.6923076923076923,-0.6923076923076923,-0.8571428571428571
193,Store Clerk,Time Clerk,0.9467223624952137,1854,2130,2.0,-0.8571428571428571,4.0,-0.6923076923076923,-0.6923076923076923,-0.8571428571428571
194,Store Clerk,Time Clerk,0.9467223624952137,1854,2130,2.0,-0.8571428571428571,4.0,-0.6923076923076923,-0.6923076923076923,-0.8571428571428571
195,Store Clerk,Time Clerk,0.9467223624952137,1854,2130,2.0,-0.8571428571428571,4.0,-0.6923076923076923,-0.6923076923076923,-0.8571428571428571
196,Office Clerk,Clerk,0.9827442961255065,25,225,19.0,-0.5957446808510638,4.0,-0.6923076923076923,-0.6923076923076923,-0.5957446808510638
197,Office Clerk,Clerk,0.9827442961255065,25,225,19.0,-0.5957446808510638,4.0,-0.6923076923076923,-0.6923076923076923,-0.5957446808510638
198,Office Clerk,Clerk,0.9827442961255065,25,225,19.0,-0.5957446808510638,4.0,-0.6923076923076923,-0.6923076923076923,-0.5957446808510638
199,Order Desk Clerk,Clerk,0.9712665675125418,175,225,4.0,-0.6,4.0,-0.6923076923076923,-0.6923076923076923,-0.6
200,Order Desk Clerk,Clerk,0.9712665675125418,175,225,4.0,-0.6,4.0,-0.6923076923076923,-0.6923076923076923,-0.6
201,Order Desk Clerk,Clerk,0.9712665675125418,175,225,4.0,-0.6,4.0,-0.6923076923076923,-0.6923076923076923,-0.6
202,Services Clerk,Clerk,0.9712665675125418,177,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
203,Services Clerk,Clerk,0.9712665675125418,177,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
204,Services Clerk,Clerk,0.9712665675125418,177,225,0.0,,4.0,-0.6923076923076923,-0.6923076923076923,
205,Office Associate,Clerk,0.9450214566928021,487,225,0.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
206,Office Associate,Clerk,0.9450214566928021,487,225,0.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
207,Office Associate,Clerk,0.9450214566928021,487,225,0.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
208,General Clerk,Clerk,0.9615718652018597,775,225,2.0,,4.0,-0.6923076923076923,-0.6923076923076923,
209,General Clerk,Clerk,0.9615718652018597,775,225,2.0,,4.0,-0.6923076923076923,-0.6923076923076923,
210,General Clerk,Clerk,0.9615718652018597,775,225,2.0,,4.0,-0.6923076923076923,-0.6923076923076923,
211,Order Entry Clerk,Clerk,0.9617065021679316,836,225,5.0,1.5,4.0,-0.6923076923076923,-0.6923076923076923,1.5
212,Order Entry Clerk,Clerk,0.9617065021679316,836,225,5.0,1.5,4.0,-0.6923076923076923,-0.6923076923076923,1.5
213,Order Entry Clerk,Clerk,0.9617065021679316,836,225,5.0,1.5,4.0,-0.6923076923076923,-0.6923076923076923,1.5
214,Deputy Clerk,Clerk,0.9471112425696052,921,225,1.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
215,Deputy Clerk,Clerk,0.9471112425696052,921,225,1.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
216,Deputy Clerk,Clerk,0.9471112425696052,921,225,1.0,0.0,4.0,-0.6923076923076923,-0.6923076923076923,0.0
217,Clerk,Clerk,1.0,947,225,4.0,-0.6923076923076923,4.0,-0.6923076923076923,-0.6923076923076923,-0.6923076923076923
218,Clerk,Clerk,1.0,947,225,4.0,-0.6923076923076923,4.0,-0.6923076923076923,-0.6923076923076923,-0.6923076923076923
