,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend
25348,machine operator,production operator,0.99448722351794,185,969,76.0,-0.17391304347826086,28.0,-0.2222222222222222
25349,production operator,production operator,1.0,969,969,28.0,-0.2222222222222222,28.0,-0.2222222222222222
25350,packaging technician,production operator,0.994427637976947,2417,969,5.0,-0.2857142857142857,28.0,-0.2222222222222222
25351,operator,production operator,0.9856403595361136,430,969,19.0,0.05555555555555555,28.0,-0.2222222222222222
25352,operator,production operator,0.9856403595361136,430,969,19.0,0.05555555555555555,28.0,-0.2222222222222222
25353,butler,production operator,0.9773010902180879,1340,969,0.0,0.0,28.0,-0.2222222222222222
25354,packaging operator,production operator,0.9896844796865109,2147,969,13.0,0.18181818181818182,28.0,-0.2222222222222222
25355,plant electrician,production operator,0.9829414123652069,2799,969,0.0,,28.0,-0.2222222222222222
25356,city driver,heavy truck driver,0.9944390035147084,2614,2727,0.0,,9.0,-0.25
25357,utility locator,heavy truck driver,0.9803220660340959,2659,2727,7.0,-0.4166666666666667,9.0,-0.25
25358,residential driver,heavy truck driver,0.9847470413777505,1283,2727,0.0,,9.0,-0.25
25359,crew leader,heavy truck driver,0.9785185796831245,2382,2727,9.0,-0.47058823529411764,9.0,-0.25
25360,mechanic helper,heavy truck driver,0.9958523087275024,2590,2727,0.0,0.0,9.0,-0.25
25361,tanker,heavy truck driver,0.9965483340726752,1492,2727,0.0,,9.0,-0.25
25362,yard switcher,heavy truck driver,0.9920996922234641,1977,2727,0.0,,9.0,-0.25
25363,truck driver,heavy truck driver,0.9962391675116206,346,2727,134.0,-0.3128205128205128,9.0,-0.25
25364,maintenance foreman,heavy truck driver,0.9933504861478558,943,2727,0.0,,9.0,-0.25
25365,shop foreman,heavy truck driver,0.9880447130714374,1916,2727,9.0,2.0,9.0,-0.25
25366,vehicle operator,heavy truck driver,0.9926567175441234,2370,2727,0.0,,9.0,-0.25
25367,heavy truck driver,heavy truck driver,1.0,2727,2727,9.0,-0.25,9.0,-0.25
25368,dedicated driver,heavy truck driver,0.9898584124276999,2923,2727,0.0,,9.0,-0.25
25369,yard hostler,heavy truck driver,0.9877763776556009,802,2727,0.0,,9.0,-0.25
25370,city driver,tanker,0.9951644123871445,2614,1492,0.0,,0.0,
25371,utility locator,tanker,0.977242979480865,2659,1492,7.0,-0.4166666666666667,0.0,
25372,equipment inspector,tanker,0.9826929643139797,2450,1492,0.0,,0.0,
25373,residential driver,tanker,0.9868525670624202,1283,1492,0.0,,0.0,
25374,warehouseman,tanker,0.9907048551748443,1225,1492,3.0,2.0,0.0,
25375,class b driver,tanker,0.994434183029496,1982,1492,0.0,0.0,0.0,
25376,mechanic helper,tanker,0.9945657562875971,2590,1492,0.0,0.0,0.0,
25377,laborer operator,tanker,0.9898577212092945,945,1492,0.0,,0.0,
25378,incinerator operator,tanker,0.9898577212092945,946,1492,0.0,,0.0,
25379,tanker,tanker,1.0,1492,1492,0.0,,0.0,
25380,warehouse laborer,tanker,0.9860300290876364,2633,1492,0.0,0.0,0.0,
25381,yard switcher,tanker,0.9902244188220933,1977,1492,0.0,,0.0,
25382,truck driver,tanker,0.9931927240200462,346,1492,134.0,-0.3128205128205128,0.0,
25383,maintenance foreman,tanker,0.9908555825201644,943,1492,0.0,,0.0,
25384,shop foreman,tanker,0.985611366767869,1916,1492,9.0,2.0,0.0,
25385,vehicle operator,tanker,0.9911173266141919,2370,1492,0.0,,0.0,
25386,heavy truck driver,tanker,0.9965483340726752,2727,1492,9.0,-0.25,0.0,
25387,switchman,tanker,0.9910151222553811,2916,1492,0.0,,0.0,
25388,city driver,dedicated driver,0.9914483683425178,2614,2923,0.0,,0.0,
25389,truck driver,dedicated driver,0.9931616950022195,346,2923,134.0,-0.3128205128205128,0.0,
25390,heavy truck driver,dedicated driver,0.9898584124276999,2727,2923,9.0,-0.25,0.0,
25391,dedicated driver,dedicated driver,1.0,2923,2923,0.0,,0.0,
25392,flatbed truck driver,dedicated driver,0.9973273546304096,2003,2923,6.0,-0.76,0.0,
25393,haul truck driver,dedicated driver,0.9960940198328498,1287,2923,0.0,,0.0,
25394,class a cdl truck driver,dedicated driver,0.9954149489937743,2054,2923,0.0,0.0,0.0,
25395,company driver,dedicated driver,0.9907952133181352,2197,2923,0.0,,0.0,
25396,terminal manager,freight coordinator,0.9796857288758093,2673,2426,2.0,0.0,1.0,-0.8
25397,warehouse manager,freight coordinator,0.9876644756596317,582,2426,32.0,-0.2558139534883721,1.0,-0.8
25398,freight coordinator,freight coordinator,1.0,2426,2426,1.0,-0.8,1.0,-0.8
25399,logistics associate,freight coordinator,0.9652696708173443,2640,2426,4.0,0.3333333333333333,1.0,-0.8
25400,inventory control supervisor,freight coordinator,0.9823713469509985,1941,2426,7.0,-0.5,1.0,-0.8
25401,shipping supervisor,freight coordinator,0.9901754980848547,1877,2426,3.0,-0.7,1.0,-0.8
25402,delivery supervisor,freight coordinator,0.9750300306604989,2915,2426,0.0,0.0,1.0,-0.8
25403,customer care representative,freight coordinator,0.9776616905339133,343,2426,22.0,-0.45,1.0,-0.8
25404,warehouse supervisor,freight coordinator,0.9784642384823035,128,2426,46.0,-0.603448275862069,1.0,-0.8
25405,materials supervisor,freight coordinator,0.9894395392293205,486,2426,8.0,3.0,1.0,-0.8
25406,logistics specialist,freight coordinator,0.9696287435541888,1345,2426,6.0,5.0,1.0,-0.8
25407,service center manager,freight coordinator,0.9884037210954891,1996,2426,0.0,0.0,1.0,-0.8
25408,sales support representative,freight coordinator,0.9711402318845357,2837,2426,0.0,0.0,1.0,-0.8
25409,terminal manager,materials supervisor,0.9876335512244785,2673,486,2.0,0.0,8.0,3.0
25410,freight coordinator,materials supervisor,0.9894395392293205,2426,486,1.0,-0.8,8.0,3.0
25411,inventory control analyst,materials supervisor,0.9686398201513247,1213,486,3.0,-0.25,8.0,3.0
25412,delivery supervisor,materials supervisor,0.9723567931988966,2915,486,0.0,0.0,8.0,3.0
25413,warehouse supervisor,materials supervisor,0.9783122278632768,128,486,46.0,-0.603448275862069,8.0,3.0
25414,materials supervisor,materials supervisor,1.0,486,486,8.0,3.0,8.0,3.0
25415,logistics specialist,materials supervisor,0.9695924044285841,1345,486,6.0,5.0,8.0,3.0
25416,service center manager,materials supervisor,0.9886340819678527,1996,486,0.0,0.0,8.0,3.0
25417,yard supervisor,materials supervisor,0.9754220180087501,2707,486,5.0,1.5,8.0,3.0
25418,sales support representative,materials supervisor,0.9748973335953189,2837,486,0.0,0.0,8.0,3.0
25419,train engineer,materials supervisor,0.9779170199017755,2719,486,0.0,,8.0,3.0
25420,propulsion engineer,materials supervisor,0.9779170199017755,2720,486,0.0,,8.0,3.0
25421,automotive detailer,materials supervisor,0.973529107941407,2825,486,27.0,-0.20588235294117646,8.0,3.0
25422,automotive porter,materials supervisor,0.973529107941407,2826,486,0.0,0.0,8.0,3.0
25423,terminal manager,terminal manager,1.0,2673,2673,2.0,0.0,2.0,0.0
25424,freight coordinator,terminal manager,0.9796857288758093,2426,2673,1.0,-0.8,2.0,0.0
25425,mill supervisor,terminal manager,0.9640757820786572,2032,2673,2.0,,2.0,0.0
25426,materials supervisor,terminal manager,0.9876335512244785,486,2673,8.0,3.0,2.0,0.0
25427,service center manager,terminal manager,0.9771326242556191,1996,2673,0.0,0.0,2.0,0.0
25428,sales support representative,terminal manager,0.9682611855696103,2837,2673,0.0,0.0,2.0,0.0
25429,retail salesman,utility locator,0.9894331893418902,2504,2659,0.0,,7.0,-0.4166666666666667
25430,networking technician,utility locator,0.9805445343893003,2423,2659,0.0,,7.0,-0.4166666666666667
25431,utility locator,utility locator,1.0,2659,2659,7.0,-0.4166666666666667,7.0,-0.4166666666666667
25432,car cleaner,utility locator,0.9813916779516831,1047,2659,0.0,,7.0,-0.4166666666666667
25433,salesperson,utility locator,0.9888123263858695,2350,2659,8.0,1.0,7.0,-0.4166666666666667
25434,maintenance foreman,utility locator,0.9865535126301692,943,2659,0.0,,7.0,-0.4166666666666667
25435,retail salesman,distribution center manager,0.9803816762017152,2504,2687,0.0,,1.0,-0.6666666666666666
25436,assistant superintendent,distribution center manager,0.9701264718149047,1382,2687,3.0,-0.625,1.0,-0.6666666666666666
25437,claims adjuster,distribution center manager,0.979955058117925,2784,2687,2.0,-0.6666666666666666,1.0,-0.6666666666666666
25438,direct support staff,distribution center manager,0.9634778359976499,2714,2687,0.0,,1.0,-0.6666666666666666
25439,distribution center manager,distribution center manager,1.0,2687,2687,1.0,-0.6666666666666666,1.0,-0.6666666666666666
25440,export specialist,distribution center manager,0.9544020254198824,1688,2687,0.0,,1.0,-0.6666666666666666
25441,unloader,unloader,1.0,503,503,0.0,,0.0,
25442,shipping receiving clerk,unloader,0.9908810133338071,851,503,6.0,-0.3333333333333333,0.0,
25443,delivery truck driver,warehouse clerk,0.9817895382830466,842,1403,11.0,-0.8382352941176471,22.0,0.047619047619047616
25444,warehouse assistant,warehouse clerk,0.9782845180134483,1238,1403,13.0,-0.13333333333333333,22.0,0.047619047619047616
25445,warehouse clerk,warehouse clerk,1.0,1403,1403,22.0,0.047619047619047616,22.0,0.047619047619047616
25446,inventory control supervisor,warehouse clerk,0.9932689623202229,1941,1403,7.0,-0.5,22.0,0.047619047619047616
25447,station manager,warehouse clerk,0.9929977005334006,2167,1403,1.0,0.0,22.0,0.047619047619047616
25448,shuttler,warehouse clerk,0.9794353133471632,602,1403,0.0,,22.0,0.047619047619047616
25449,communications operator,insurance appraiser,0.9435306869945423,2632,1330,0.0,0.0,0.0,
25450,documentation clerk,insurance appraiser,0.9631158448950813,1893,1330,0.0,0.0,0.0,
25451,pc analyst,insurance appraiser,0.9764036122373501,1766,1330,0.0,,0.0,
25452,insurance appraiser,insurance appraiser,1.0,1330,1330,0.0,,0.0,
25453,communications operator,communications operator,1.0,2632,2632,0.0,0.0,0.0,0.0
25454,logistics associate,yard supervisor,0.9601922575133657,2640,2707,4.0,0.3333333333333333,5.0,1.5
25455,delivery supervisor,yard supervisor,0.9698048348102457,2915,2707,0.0,0.0,5.0,1.5
25456,materials supervisor,yard supervisor,0.9754220180087501,486,2707,8.0,3.0,5.0,1.5
25457,yard supervisor,yard supervisor,1.0,2707,2707,5.0,1.5,5.0,1.5
25458,train engineer,yard supervisor,0.975035943194819,2719,2707,0.0,,5.0,1.5
25459,propulsion engineer,yard supervisor,0.975035943194819,2720,2707,0.0,,5.0,1.5
25460,dispatch manager,yard supervisor,0.9593107053652751,1125,2707,1.0,0.0,5.0,1.5
25461,logistics associate,dispatch manager,0.9741640501458961,2640,1125,4.0,0.3333333333333333,1.0,0.0
25462,dispatch manager,dispatch manager,1.0,1125,1125,1.0,0.0,1.0,0.0
25463,traffic operator,dispatch manager,0.9638592390453486,2232,1125,0.0,,1.0,0.0
25464,logistics associate,logistics associate,1.0,2640,2640,4.0,0.3333333333333333,4.0,0.3333333333333333
25465,dispatch manager,logistics associate,0.9741640501458961,1125,2640,1.0,0.0,4.0,0.3333333333333333
25466,driver,burning,0.9873347161924694,312,1835,63.0,0.18867924528301888,0.0,
25467,sales attendant,burning,0.9876623852449182,1962,1835,0.0,,0.0,
25468,hazmat driver,burning,0.9789384665605377,2790,1835,0.0,,0.0,
25469,highway maintenance workers,burning,0.985725424262851,778,1835,0.0,,0.0,
25470,utility person,burning,1.0,1834,1835,1.0,,0.0,
25471,burning,burning,1.0,1835,1835,0.0,,0.0,
25472,sweeper,burning,0.9888357959582935,2737,1835,0.0,,0.0,
25473,warehouseman,burning,0.9911062630888496,1225,1835,3.0,2.0,0.0,
25474,general laborer,burning,0.9897609746995433,382,1835,17.0,-0.10526315789473684,0.0,
25475,car detailer,burning,0.9828709287709095,143,1835,14.0,-0.5,0.0,
25476,car distributor,burning,0.9729747006452696,2701,1835,0.0,,0.0,
25477,distribution center manager,burning,0.9847192210043074,2687,1835,1.0,-0.6666666666666666,0.0,
25478,pallet sorter,burning,0.9884471006731708,2807,1835,0.0,,0.0,
25479,yard switcher,burning,0.9852118299818476,1977,1835,0.0,,0.0,
25480,driver,utility person,0.9873347161924694,312,1834,63.0,0.18867924528301888,1.0,
25481,sales attendant,utility person,0.9876623852449182,1962,1834,0.0,,1.0,
25482,hazmat driver,utility person,0.9789384665605377,2790,1834,0.0,,1.0,
25483,highway maintenance workers,utility person,0.985725424262851,778,1834,0.0,,1.0,
25484,claims adjuster,utility person,0.9722451544989351,2784,1834,2.0,-0.6666666666666666,1.0,
25485,utility person,utility person,1.0,1834,1834,1.0,,1.0,
25486,burning,utility person,1.0,1835,1834,0.0,,1.0,
25487,sweeper,utility person,0.9888357959582935,2737,1834,0.0,,1.0,
25488,warehouseman,utility person,0.9911062630888496,1225,1834,3.0,2.0,1.0,
25489,general laborer,utility person,0.9897609746995433,382,1834,17.0,-0.10526315789473684,1.0,
25490,car detailer,utility person,0.9828709287709095,143,1834,14.0,-0.5,1.0,
25491,car distributor,utility person,0.9729747006452696,2701,1834,0.0,,1.0,
25492,distribution center manager,utility person,0.9847192210043074,2687,1834,1.0,-0.6666666666666666,1.0,
25493,pallet sorter,utility person,0.9884471006731708,2807,1834,0.0,,1.0,
25494,yard switcher,utility person,0.9852118299818476,1977,1834,0.0,,1.0,
25495,local truck driver,class a cdl truck driver,0.9915128214415045,1801,2054,0.0,,0.0,0.0
25496,jockey,class a cdl truck driver,0.985369721377256,2319,2054,0.0,,0.0,0.0
25497,mechanic helper,class a cdl truck driver,0.9918455580988702,2590,2054,0.0,0.0,0.0,0.0
25498,yard switcher,class a cdl truck driver,0.985297708269369,1977,2054,0.0,,0.0,0.0
25499,truck driver,class a cdl truck driver,0.9966648532717441,346,2054,134.0,-0.3128205128205128,0.0,0.0
25500,shop foreman,class a cdl truck driver,0.9857051075736756,1916,2054,9.0,2.0,0.0,0.0
25501,vehicle operator,class a cdl truck driver,0.9883883428077067,2370,2054,0.0,,0.0,0.0
25502,heavy truck driver,class a cdl truck driver,0.9905624665102886,2727,2054,9.0,-0.25,0.0,0.0
25503,dedicated driver,class a cdl truck driver,0.9954149489937743,2923,2054,0.0,,0.0,0.0
25504,cdl driver,class a cdl truck driver,0.9928063072757548,227,2054,0.0,,0.0,0.0
25505,otr driver,class a cdl truck driver,0.9930932993517585,347,2054,0.0,0.0,0.0,0.0
25506,cdl truck driver,class a cdl truck driver,0.9953541819768874,841,2054,0.0,,0.0,0.0
25507,flatbed truck driver,class a cdl truck driver,0.9967195388787609,2003,2054,6.0,-0.76,0.0,0.0
25508,over the road driver,class a cdl truck driver,0.9933009946983067,345,2054,0.0,,0.0,0.0
25509,yard hostler,class a cdl truck driver,0.9910286100491715,802,2054,0.0,,0.0,0.0
25510,owner operator,class a cdl truck driver,0.9917822683726221,1210,2054,4.0,0.3333333333333333,0.0,0.0
25511,haul truck driver,class a cdl truck driver,0.9973630100233469,1287,2054,0.0,,0.0,0.0
25512,class a cdl truck driver,class a cdl truck driver,1.0,2054,2054,0.0,0.0,0.0,0.0
25513,regional driver,class a cdl truck driver,0.9947663928358252,2055,2054,0.0,,0.0,0.0
25514,company driver,class a cdl truck driver,0.9954924239218585,2197,2054,0.0,,0.0,0.0
25515,a operator,class a cdl truck driver,0.9918898197313004,2258,2054,0.0,,0.0,0.0
25516,division supervisor,class a cdl truck driver,0.9775240033266325,2828,2054,0.0,,0.0,0.0
25517,sales attendant,warehouseman,0.987237420047146,1962,1225,0.0,,3.0,2.0
25518,foreman,warehouseman,0.9821084988550703,125,1225,7.0,-0.3,3.0,2.0
25519,fuel yard operator,warehouseman,0.9869077747106284,2108,1225,0.0,,3.0,2.0
25520,highway maintenance workers,warehouseman,0.98765503252414,778,1225,0.0,,3.0,2.0
25521,residential driver,warehouseman,0.9925086290697285,1283,1225,0.0,,3.0,2.0
25522,utility person,warehouseman,0.9911062630888496,1834,1225,1.0,,3.0,2.0
25523,burning,warehouseman,0.9911062630888496,1835,1225,0.0,,3.0,2.0
25524,deckhand,warehouseman,0.9703421086002477,1903,1225,1.0,0.0,3.0,2.0
25525,sweeper,warehouseman,0.9880908453856796,2737,1225,0.0,,3.0,2.0
25526,warehouseman,warehouseman,1.0,1225,1225,3.0,2.0,3.0,2.0
25527,class b driver,warehouseman,0.9939540863794937,1982,1225,0.0,0.0,3.0,2.0
25528,equipment operator,warehouseman,0.9924598379647076,245,1225,19.0,-0.17391304347826086,3.0,2.0
25529,general laborer,warehouseman,0.989502000407952,382,1225,17.0,-0.10526315789473684,3.0,2.0
25530,laborer operator,warehouseman,0.9924855517748652,945,1225,0.0,,3.0,2.0
25531,incinerator operator,warehouseman,0.9924855517748652,946,1225,0.0,,3.0,2.0
25532,car cleaner,warehouseman,0.9902598769336439,1047,1225,0.0,,3.0,2.0
25533,yard worker,warehouseman,0.9924121228804922,1274,1225,7.0,-0.5333333333333333,3.0,2.0
25534,tanker,warehouseman,0.9907048551748443,1492,1225,0.0,,3.0,2.0
25535,sales attendant,car cleaner,0.9807503193066625,1962,1047,0.0,,0.0,
25536,utility locator,car cleaner,0.9813916779516831,2659,1047,7.0,-0.4166666666666667,0.0,
25537,production technician,car cleaner,0.987294709454887,1833,1047,14.0,-0.2631578947368421,0.0,
25538,equipment operator,car cleaner,0.9885613911537467,245,1047,19.0,-0.17391304347826086,0.0,
25539,car cleaner,car cleaner,1.0,1047,1047,0.0,,0.0,
25540,salesperson,car cleaner,0.9864157878450848,2350,1047,8.0,1.0,0.0,
25541,sales attendant,yard hostler,0.9878327201565569,1962,802,0.0,,0.0,
25542,bulk loader,yard hostler,0.9849281981626519,2821,802,0.0,,0.0,
25543,jockey,yard hostler,0.9914220680021795,2319,802,0.0,,0.0,
25544,crew leader,yard hostler,0.9789681135891659,2382,802,9.0,-0.47058823529411764,0.0,
25545,mechanic helper,yard hostler,0.9906049595375312,2590,802,0.0,0.0,0.0,
25546,yard switcher,yard hostler,0.988726431075462,1977,802,0.0,,0.0,
25547,truck driver,yard hostler,0.9921033717276794,346,802,134.0,-0.3128205128205128,0.0,
25548,vehicle operator,yard hostler,0.9880120155675338,2370,802,0.0,,0.0,
25549,yard hostler,yard hostler,1.0,802,802,0.0,,0.0,
25550,sales attendant,sweeper,0.9821306376251921,1962,2737,0.0,,0.0,
25551,highway maintenance workers,sweeper,0.9880167464460441,778,2737,0.0,,0.0,
25552,residential driver,sweeper,0.9852892658235044,1283,2737,0.0,,0.0,
25553,utility person,sweeper,0.9888357959582935,1834,2737,1.0,,0.0,
25554,burning,sweeper,0.9888357959582935,1835,2737,0.0,,0.0,
25555,sweeper,sweeper,1.0,2737,2737,0.0,,0.0,
25556,car distributor,sweeper,0.9764005950974155,2701,2737,0.0,,0.0,
25557,baler,sweeper,0.9675785693457062,1528,2737,0.0,,0.0,
25558,car lot attendant,sweeper,0.9742738737257776,2388,2737,0.0,0.0,0.0,
25559,car wash attendant,sweeper,0.9742738737257776,2389,2737,10.0,-0.5652173913043478,0.0,
25560,pallet sorter,sweeper,0.9874165897129461,2807,2737,0.0,,0.0,
25561,sales attendant,sales attendant,1.0,1962,1962,0.0,,0.0,
25562,shuttle bus driver,sales attendant,0.9734787005020762,997,1962,0.0,0.0,0.0,
25563,lot attendant,sales attendant,0.9777601373713415,1963,1962,8.0,-0.813953488372093,0.0,
25564,utility person,sales attendant,0.9876623852449182,1834,1962,1.0,,0.0,
25565,burning,sales attendant,0.9876623852449182,1835,1962,0.0,,0.0,
25566,deckhand,sales attendant,0.9733881790842738,1903,1962,1.0,0.0,0.0,
25567,sweeper,sales attendant,0.9821306376251921,2737,1962,0.0,,0.0,
25568,yard hostler,sales attendant,0.9878327201565569,802,1962,0.0,,0.0,
25569,hazmat driver,hazmat driver,1.0,2790,2790,0.0,,0.0,
25570,shuttle driver,hazmat driver,0.9758526941376795,131,2790,5.0,-0.6666666666666666,0.0,
25571,parts driver,hazmat driver,0.9782077688121442,2026,2790,4.0,-0.2,0.0,
25572,car driver,hazmat driver,0.9706695423982644,2027,2790,0.0,,0.0,
25573,school bus driver,hazmat driver,0.9717287403511141,2562,2790,34.0,0.7894736842105263,0.0,
25574,bus driver,hazmat driver,0.9659799487811725,383,2790,8.0,-0.42857142857142855,0.0,
25575,hazmat driver,company driver,0.980736781897249,2790,2197,0.0,,0.0,
25576,crew leader,company driver,0.9827560576093803,2382,2197,9.0,-0.47058823529411764,0.0,
25577,dedicated driver,company driver,0.9907952133181352,2923,2197,0.0,,0.0,
25578,otr driver,company driver,0.9917905405568195,347,2197,0.0,0.0,0.0,
25579,cdl truck driver,company driver,0.9925975242678814,841,2197,0.0,,0.0,
25580,flatbed truck driver,company driver,0.9943251065918317,2003,2197,6.0,-0.76,0.0,
25581,haul truck driver,company driver,0.9925268233508404,1287,2197,0.0,,0.0,
25582,class a cdl truck driver,company driver,0.9954924239218585,2054,2197,0.0,0.0,0.0,
25583,regional driver,company driver,0.9948400385122174,2055,2197,0.0,,0.0,
25584,company driver,company driver,1.0,2197,2197,0.0,,0.0,
25585,a operator,company driver,0.9913960102024144,2258,2197,0.0,,0.0,
25586,division supervisor,company driver,0.9879316129186368,2828,2197,0.0,,0.0,
25587,enforcement officer,company driver,0.9650347742935466,1452,2197,1.0,0.0,0.0,
25588,credentialing specialist,compliance auditor,0.9838559805107123,273,2558,0.0,,1.0,0.0
25589,clinical director,compliance auditor,0.9831524856529785,2902,2558,0.0,0.0,1.0,0.0
25590,benefits specialist,compliance auditor,0.9799109463269619,572,2558,2.0,-0.5,1.0,0.0
25591,compliance auditor,compliance auditor,1.0,2558,2558,1.0,0.0,1.0,0.0
25592,document specialist,compliance auditor,0.9796598372968071,2152,2558,1.0,-0.9090909090909091,1.0,0.0
25593,digital designer,creative director,0.9761797470613633,669,247,4.0,-0.5555555555555556,4.0,-0.6363636363636364
25594,copywriter,creative director,0.9886027370443462,118,247,17.0,-0.2608695652173913,4.0,-0.6363636363636364
25595,digital content coordinator,creative director,0.9859235149166128,2317,247,1.0,-0.6666666666666666,4.0,-0.6363636363636364
25596,public relations director,creative director,0.9883823778694742,2394,247,0.0,,4.0,-0.6363636363636364
25597,senior art director,creative director,0.9963475363263907,1646,247,0.0,0.0,4.0,-0.6363636363636364
25598,creative writer,creative director,0.9907150015825993,2638,247,2.0,,4.0,-0.6363636363636364
25599,digital strategist,creative director,0.9942037324551884,2940,247,0.0,0.0,4.0,-0.6363636363636364
25600,creative director,creative director,1.0,247,247,4.0,-0.6363636363636364,4.0,-0.6363636363636364
25601,marketing communications manager,creative director,0.9942648565835693,1799,247,2.0,-0.8571428571428571,4.0,-0.6363636363636364
25602,social media strategist,creative director,0.9899284725128183,766,247,1.0,-0.75,4.0,-0.6363636363636364
25603,social media specialist,creative director,0.9894128213806994,893,247,9.0,-0.6896551724137931,4.0,-0.6363636363636364
25604,processing specialist,creative director,0.9796204316906663,1602,247,0.0,0.0,4.0,-0.6363636363636364
25605,content director,creative director,0.9844135996024508,1900,247,1.0,0.0,4.0,-0.6363636363636364
25606,digital designer,graphic designers,0.9791460390088222,669,182,4.0,-0.5555555555555556,0.0,0.0
25607,interior design assistant,graphic designers,0.9764467513669396,1091,182,1.0,-0.6666666666666666,0.0,0.0
25608,lead designer,graphic designers,0.9887232058798476,1578,182,1.0,0.0,0.0,0.0
25609,motion graphics artist,graphic designers,0.9887331580016834,780,182,0.0,,0.0,0.0
25610,processing specialist,graphic designers,0.9772498757703414,1602,182,0.0,0.0,0.0,0.0
25611,content writer,graphic designers,0.987698661801429,577,182,20.0,0.3333333333333333,0.0,0.0
25612,promotions producer,graphic designers,0.9879846307431541,910,182,2.0,,0.0,0.0
25613,desktop operator,graphic designers,0.9379130368649655,2468,182,0.0,,0.0,0.0
25614,prepress operator,graphic designers,0.9379130368649655,2469,182,4.0,3.0,0.0,0.0
25615,graphic designers,graphic designers,1.0,182,182,0.0,0.0,0.0,0.0
25616,proofreader,graphic designers,0.960493241613118,1048,182,0.0,0.0,0.0,0.0
25617,videographer,graphic designers,0.9852947413847901,1122,182,3.0,-0.625,0.0,0.0
25618,graphic artist,graphic designers,0.9952041258244301,1410,182,10.0,0.25,0.0,0.0
25619,art directors,graphic designers,0.9944887130757036,1782,182,0.0,0.0,0.0,0.0
25620,design assistant,graphic designers,0.9906772125257104,1863,182,1.0,0.0,0.0,0.0
25621,artist,graphic designers,0.9874728019918484,1966,182,1.0,-0.6666666666666666,0.0,0.0
25622,production artist,graphic designers,0.9840024447137773,2323,182,0.0,0.0,0.0,0.0
25623,design director,graphic designers,0.9946627968894486,2499,182,0.0,0.0,0.0,0.0
25624,digital designer,art directors,0.9816543931136508,669,1782,4.0,-0.5555555555555556,0.0,0.0
25625,product designer,art directors,0.9903256165568356,688,1782,11.0,-0.7843137254901961,0.0,0.0
25626,web designer,art directors,0.9893198312752378,1490,1782,6.0,-0.5,0.0,0.0
25627,lead designer,art directors,0.995103047425125,1578,1782,1.0,0.0,0.0,0.0
25628,web editor,art directors,0.9715344409421138,1917,1782,0.0,0.0,0.0,0.0
25629,creative director,art directors,0.9897236026113664,247,1782,4.0,-0.6363636363636364,0.0,0.0
25630,marketing communications manager,art directors,0.9931781926463344,1799,1782,2.0,-0.8571428571428571,0.0,0.0
25631,processing specialist,art directors,0.981289026043922,1602,1782,0.0,0.0,0.0,0.0
25632,promotions producer,art directors,0.9913601420266346,910,1782,2.0,,0.0,0.0
25633,content producer,art directors,0.99087991072007,1201,1782,0.0,,0.0,0.0
25634,tech writer,art directors,0.9916886067441943,2692,1782,0.0,,0.0,0.0
25635,graphic designers,art directors,0.9944887130757036,182,1782,0.0,0.0,0.0,0.0
25636,videographer,art directors,0.9845382175039146,1122,1782,3.0,-0.625,0.0,0.0
25637,graphic artist,art directors,0.9890346595881068,1410,1782,10.0,0.25,0.0,0.0
25638,art directors,art directors,1.0,1782,1782,0.0,0.0,0.0,0.0
25639,design assistant,art directors,0.9847271985963888,1863,1782,1.0,0.0,0.0,0.0
25640,artist,art directors,0.98909141897053,1966,1782,1.0,-0.6666666666666666,0.0,0.0
25641,design director,art directors,0.9933046497909483,2499,1782,0.0,0.0,0.0,0.0
25642,content manager,art directors,0.9944728454664975,634,1782,2.0,-0.75,0.0,0.0
25643,display coordinator,art directors,0.9856966247523915,1337,1782,0.0,,0.0,0.0
25644,proposal coordinator,art directors,0.9852989398902424,1533,1782,2.0,-0.8823529411764706,0.0,0.0
25645,content editor,art directors,0.9849900217005838,1918,1782,0.0,0.0,0.0,0.0
25646,digital designer,marketing communications manager,0.9797428356109374,669,1799,4.0,-0.5555555555555556,2.0,-0.8571428571428571
25647,content strategist,marketing communications manager,0.9916161392654845,316,1799,0.0,0.0,2.0,-0.8571428571428571
25648,product designer,marketing communications manager,0.987249261808256,688,1799,11.0,-0.7843137254901961,2.0,-0.8571428571428571
25649,lead designer,marketing communications manager,0.9868934980179801,1578,1799,1.0,0.0,2.0,-0.8571428571428571
25650,digital content coordinator,marketing communications manager,0.9881550385570033,2317,1799,1.0,-0.6666666666666666,2.0,-0.8571428571428571
25651,magazine editor,marketing communications manager,0.9837109009232101,321,1799,0.0,,2.0,-0.8571428571428571
25652,senior art director,marketing communications manager,0.9902678660153257,1646,1799,0.0,0.0,2.0,-0.8571428571428571
25653,digital strategist,marketing communications manager,0.9912987795700062,2940,1799,0.0,0.0,2.0,-0.8571428571428571
25654,creative director,marketing communications manager,0.9942648565835693,247,1799,4.0,-0.6363636363636364,2.0,-0.8571428571428571
25655,news producer,marketing communications manager,0.986313578969443,1312,1799,0.0,,2.0,-0.8571428571428571
25656,marketing communications manager,marketing communications manager,1.0,1799,1799,2.0,-0.8571428571428571,2.0,-0.8571428571428571
25657,multimedia designer,marketing communications manager,0.9901256847781573,1865,1799,2.0,-0.6,2.0,-0.8571428571428571
